TE	tissue	strainTE	effect	strainBreakpoint	epigeneticEffect	histone.x	spread	average	frequency	problem	threshold	histone
2L_14088181_14088181_297	head	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14088181_14088181_297	head	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14088181_14088181_297	ovary	TOM-007	increment	AKA-017	1	H3K9me3	9	32.934	1	N	consistent	H3K9me3
2L_14088181_14088181_297	ovary	TOM-007	increment	JUT-011	1	H3K9me3	1	27.822	1	N	consistent	H3K9me3
2L_14088181_14088181_297	ovary	TOM-007	increment	MUN-016	1	H3K9me3	6	65.786	1	N	consistent	H3K9me3
2L_14088181_14088181_297	ovary	TOM-007	increment	SLA-001	1	H3K9me3	1	29.564	1	N	consistent	H3K9me3
2L_14155223_14155223_H	gut	JUT-011	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14155223_14155223_H	gut	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14155223_14155223_H	gut	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14155223_14155223_H	head	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14155223_14155223_H	head	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14155223_14155223_H	head	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14155223_14155223_H	head	JUT-011	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14155223_14155223_H	head	JUT-011	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14155223_14155223_H	head	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14155223_14155223_H	head	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14168166_14168166_H	gut	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14168166_14168166_H	gut	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14168166_14168166_H	gut	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14168166_14168166_H	head	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14168166_14168166_H	head	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14168166_14168166_H	head	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14168166_14168166_H	head	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14168166_14168166_H	head	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14168166_14168166_H	head	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14168166_14168166_H	ovary	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14168166_14168166_H	ovary	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14168166_14168166_H	ovary	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14184165_14184165_Copia	gut	SLA-001	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14184165_14184165_Copia	gut	SLA-001	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14184165_14184165_Copia	gut	SLA-001	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14184165_14184165_Copia	gut	SLA-001	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14184165_14184165_Copia	head	SLA-001	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14184165_14184165_Copia	head	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14184165_14184165_Copia	head	SLA-001	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14184165_14184165_Copia	head	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14184165_14184165_Copia	ovary	SLA-001	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14184165_14184165_Copia	ovary	SLA-001	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14184165_14184165_Copia	ovary	SLA-001	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14184165_14184165_Copia	ovary	SLA-001	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14184165_14184165_Copia	ovary	SLA-001	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14184165_14184165_Copia	ovary	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14184165_14184165_Copia	ovary	SLA-001	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14188761_14188761_F-element	gut	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14188761_14188761_F-element	gut	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14188761_14188761_F-element	gut	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14188761_14188761_F-element	gut	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14188761_14188761_F-element	gut	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14188761_14188761_F-element	gut	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14188761_14188761_F-element	gut	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14188761_14188761_F-element	gut	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14188761_14188761_F-element	head	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14188761_14188761_F-element	head	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14188761_14188761_F-element	head	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14240546_14240546_blood	gut	AKA-017	depletion	JUT-011	1	H3K27ac	3	-18.138	1	N	threshold=1	H3K27ac
2L_14240546_14240546_blood	gut	AKA-017	depletion	MUN-016	1	H3K27ac	1	-18.12	1	N	threshold=1	H3K27ac
2L_14240546_14240546_blood	gut	AKA-017	depletion	SLA-001	1	H3K27ac	3	-14.215	1	N	threshold=1	H3K27ac
2L_14240546_14240546_blood	gut	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14240546_14240546_blood	gut	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14240546_14240546_blood	gut	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14240546_14240546_blood	gut	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14240546_14240546_blood	head	AKA-017	increment	JUT-011	1	H3K9me3	1	12.396	1	N	threshold=1	H3K9me3
2L_14240546_14240546_blood	head	AKA-017	increment	MUN-016	1	H3K9me3	3	33.473	1	N	threshold=1	H3K9me3
2L_14240546_14240546_blood	head	AKA-017	increment	SLA-001	1	H3K9me3	1	11.862	1	N	threshold=1	H3K9me3
2L_14240546_14240546_blood	head	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14240546_14240546_blood	head	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14240546_14240546_blood	head	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14240546_14240546_blood	head	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14240546_14240546_blood	ovary	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14240546_14240546_blood	ovary	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14240546_14240546_blood	ovary	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14240546_14240546_blood	ovary	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14240546_14240546_blood	ovary	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14240546_14240546_blood	ovary	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14240546_14240546_blood	ovary	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14252344_14252377_jockey	gut	SLA-001	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14252344_14252377_jockey	gut	SLA-001	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14252344_14252377_jockey	gut	SLA-001	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14252344_14252377_jockey	gut	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14252344_14252377_jockey	gut	SLA-001	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14252344_14252377_jockey	gut	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14252344_14252377_jockey	head	SLA-001	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14252344_14252377_jockey	head	SLA-001	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14252344_14252377_jockey	head	SLA-001	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14252344_14252377_jockey	ovary	SLA-001	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14252344_14252377_jockey	ovary	SLA-001	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14252344_14252377_jockey	ovary	SLA-001	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14252344_14252377_jockey	ovary	SLA-001	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14252344_14252377_jockey	ovary	SLA-001	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14252344_14252377_jockey	ovary	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14252344_14252377_jockey	ovary	SLA-001	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14252344_14252377_jockey	ovary	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14295484_14295489_F-element	gut	AKA-017	depletion	JUT-011	1	H3K27ac	1	-17.858	1	N	threshold=1	H3K27ac
2L_14295484_14295489_F-element	gut	AKA-017	depletion	SLA-001	1	H3K27ac	1	-14.191	1	N	threshold=1	H3K27ac
2L_14295484_14295489_F-element	gut	AKA-017	depletion	TOM-007	1	H3K27ac	1	-15.944	1	N	threshold=1	H3K27ac
2L_14295484_14295489_F-element	gut	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14295484_14295489_F-element	gut	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14295484_14295489_F-element	gut	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14295484_14295489_F-element	head	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14295484_14295489_F-element	head	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14295484_14295489_F-element	head	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14295484_14295489_F-element	ovary	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14295484_14295489_F-element	ovary	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14295484_14295489_F-element	ovary	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14295484_14295489_F-element	ovary	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14295484_14295489_F-element	ovary	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14295484_14295489_F-element	ovary	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14429669_14429669_Blastopia	gut	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14429669_14429669_Blastopia	gut	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14429669_14429669_Blastopia	gut	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14429669_14429669_Blastopia	gut	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14429669_14429669_Blastopia	gut	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14429669_14429669_Blastopia	gut	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14429669_14429669_Blastopia	head	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14429669_14429669_Blastopia	head	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14429669_14429669_Blastopia	head	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14429669_14429669_Blastopia	head	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14429669_14429669_Blastopia	head	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14429669_14429669_Blastopia	head	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14429669_14429669_Blastopia	ovary	AKA-017	increment	JUT-011	1	H3K27ac	1	21.58	1	N	threshold=1	H3K27ac
2L_14429669_14429669_Blastopia	ovary	AKA-017	increment	MUN-016	1	H3K27ac	2	23.365	1	N	threshold=1	H3K27ac
2L_14429669_14429669_Blastopia	ovary	AKA-017	increment	SLA-001	1	H3K27ac	2	21.942	1	N	threshold=1	H3K27ac
2L_14429669_14429669_Blastopia	ovary	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14429669_14429669_Blastopia	ovary	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14429669_14429669_Blastopia	ovary	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14476292_14476295_pogo	gut	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14476292_14476295_pogo	gut	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14476292_14476295_pogo	gut	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14476292_14476295_pogo	gut	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14476292_14476295_pogo	gut	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14476292_14476295_pogo	gut	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14476292_14476295_pogo	gut	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14476292_14476295_pogo	gut	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14476292_14476295_pogo	head	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14476292_14476295_pogo	head	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14476292_14476295_pogo	head	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14476292_14476295_pogo	ovary	MUN-016	depletion	JUT-011	1	H3K27ac	2	-15.074	1	N	threshold=1	H3K27ac
2L_14476292_14476295_pogo	ovary	MUN-016	depletion	SLA-001	1	H3K27ac	1	-16.921	1	N	threshold=1	H3K27ac
2L_14476292_14476295_pogo	ovary	MUN-016	depletion	TOM-007	1	H3K27ac	2	-15.72	1	N	threshold=1	H3K27ac
2L_14476292_14476295_pogo	ovary	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14476292_14476295_pogo	ovary	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14476292_14476295_pogo	ovary	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14476292_14476295_pogo	ovary	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14599331_14599331_P-element	gut	JUT-011	increment	AKA-017	1	H3K9me3	2	108.955	1	N	threshold=1	H3K9me3
2L_14599331_14599331_P-element	gut	JUT-011	increment	MUN-016	1	H3K9me3	10	115.823	1	N	threshold=1	H3K9me3
2L_14599331_14599331_P-element	gut	JUT-011	increment	SLA-001	1	H3K9me3	2	70.861	1	N	threshold=1	H3K9me3
2L_14599331_14599331_P-element	head	JUT-011	increment	AKA-017	1	H3K9me3	1	22.985	1	N	consistent	H3K9me3
2L_14599331_14599331_P-element	head	JUT-011	increment	MUN-016	1	H3K9me3	1	37.241	1	N	consistent	H3K9me3
2L_14599331_14599331_P-element	head	JUT-011	increment	SLA-001	1	H3K9me3	1	33.057	1	N	consistent	H3K9me3
2L_14599331_14599331_P-element	head	JUT-011	increment	TOM-007	1	H3K9me3	1	39.054	1	N	consistent	H3K9me3
2L_14599331_14599331_P-element	ovary	JUT-011	increment	AKA-017	1	H3K9me3	3	80.627	1	N	threshold=1	H3K9me3
2L_14599331_14599331_P-element	ovary	JUT-011	increment	MUN-016	1	H3K9me3	15	80.647	1	N	threshold=1	H3K9me3
2L_14599331_14599331_P-element	ovary	JUT-011	increment	SLA-001	1	H3K9me3	1	79.432	1	N	threshold=1	H3K9me3
2L_14599331_14599331_P-element	ovary	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14599331_14599331_P-element	ovary	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14599331_14599331_P-element	ovary	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14599331_14599331_P-element	ovary	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14612861_14612863_roo	gut	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14612861_14612863_roo	gut	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14612861_14612863_roo	gut	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14612861_14612863_roo	gut	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14612861_14612863_roo	gut	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14612861_14612863_roo	gut	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14612861_14612863_roo	gut	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14612861_14612863_roo	gut	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14612861_14612863_roo	head	AKA-017	increment	JUT-011	1	H3K9me3	1	28.179	1	N	threshold=1	H3K9me3
2L_14612861_14612863_roo	head	AKA-017	increment	MUN-016	1	H3K9me3	2	37.869	1	N	threshold=1	H3K9me3
2L_14612861_14612863_roo	head	AKA-017	increment	TOM-007	1	H3K9me3	1	22.111	1	N	threshold=1	H3K9me3
2L_14612861_14612863_roo	head	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14612861_14612863_roo	head	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14612861_14612863_roo	head	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14612861_14612863_roo	ovary	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14612861_14612863_roo	ovary	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14612861_14612863_roo	ovary	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14612861_14612863_roo	ovary	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14625945_14625945_17-6	gut	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14625945_14625945_17-6	gut	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14625945_14625945_17-6	gut	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_14625945_14625945_17-6	gut	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14625945_14625945_17-6	gut	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14625945_14625945_17-6	gut	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_14625945_14625945_17-6	head	TOM-007	increment	AKA-017	1	H3K27ac	1	18.962	1	N	threshold=1	H3K27ac
2L_14625945_14625945_17-6	head	TOM-007	increment	MUN-016	1	H3K27ac	1	8.947	1	N	threshold=1	H3K27ac
2L_14625945_14625945_17-6	head	TOM-007	increment	SLA-001	1	H3K27ac	1	28.061	1	N	threshold=1	H3K27ac
2L_14625945_14625945_17-6	ovary	TOM-007	increment	AKA-017	1	H3K9me3	2	39.892	1	N	consistent	H3K9me3
2L_14625945_14625945_17-6	ovary	TOM-007	increment	JUT-011	1	H3K9me3	1	16.272	1	N	consistent	H3K9me3
2L_14625945_14625945_17-6	ovary	TOM-007	increment	MUN-016	1	H3K9me3	5	58.979	1	N	consistent	H3K9me3
2L_14625945_14625945_17-6	ovary	TOM-007	increment	SLA-001	1	H3K9me3	1	42.748	1	N	consistent	H3K9me3
2L_14655761_14655761_roo	gut	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14655761_14655761_roo	gut	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14655761_14655761_roo	gut	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14655761_14655761_roo	gut	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_14655761_14655761_roo	gut	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14655761_14655761_roo	gut	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14655761_14655761_roo	gut	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_14655761_14655761_roo	gut	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
